Name,Year,Month,Day,Hour,Lat,Lon,Intensity_MSLP,Intensity_WS,Intensity_Cat,right_lat,right_lon,left_lat,left_lon
ALLEN,1980,08,01,00,10.8,-34.3,1010.0,30.0,TD,-34.01,5.38,-34.35,16.25
ALLEN,1980,08,01,06,10.7,-36.4,1009.0,30.0,TD,-36.27,5.12,-36.27,16.28
ALLEN,1980,08,01,12,10.7,-38.6,1008.0,30.0,TD,-38.46,4.95,-38.46,16.45
ALLEN,1980,08,01,18,10.7,-40.7,1006.0,30.0,TD,-41.02,4.77,-40.08,16.55
ALLEN,1980,08,02,00,11.0,-42.8,1005.0,35.0,TD,-43.27,4.88,-42.01,17.0
ALLEN,1980,08,02,06,11.4,-44.8,1000.0,45.0,TS,-45.35,5.08,-43.91,17.57
ALLEN,1980,08,02,12,11.9,-46.9,995.0,55.0,TS,-47.24,5.32,-46.19,18.36
ALLEN,1980,08,02,18,12.3,-49.1,990.0,60.0,TS,-49.02,5.44,-48.78,19.13
ALLEN,1980,08,03,00,12.4,-51.4,985.0,65.0,TS,-51.42,5.19,-50.94,19.54
ALLEN,1980,08,03,06,12.6,-53.6,980.0,70.0,TS,-53.61,5.02,-53.11,20.09
ALLEN,1980,08,03,12,12.8,-55.6,975.0,80.0,Cat1,-55.47,4.85,-55.22,20.7
ALLEN,1980,08,03,18,12.9,-57.5,965.0,95.0,Cat1,-57.8,4.51,-56.66,21.03
ALLEN,1980,08,04,00,13.3,-59.1,950.0,110.0,Cat2,-59.15,4.53,-58.47,21.9
ALLEN,1980,08,04,06,13.6,-61.0,948.0,115.0,Cat3,-61.09,4.31,-60.28,22.66
ALLEN,1980,08,04,12,14.0,-63.0,945.0,125.0,Cat3,-63.05,4.08,-62.26,23.66
ALLEN,1980,08,04,18,14.4,-64.9,930.0,130.0,Cat4,-64.92,3.78,-64.14,24.72
ALLEN,1980,08,05,00,14.8,-66.7,911.0,140.0,Cat4,-66.8,3.39,-65.79,25.75
ALLEN,1980,08,05,06,15.4,-68.6,916.0,145.0,Cat4,-68.54,3.07,-67.77,27.31
ALLEN,1980,08,05,12,15.9,-70.5,932.0,155.0,Cat4,-70.45,2.42,-69.57,28.81
ALLEN,1980,08,05,18,16.5,-72.3,940.0,150.0,Cat4,-72.81,1.56,-70.76,29.87
ALLEN,1980,08,06,00,17.8,-73.8,945.0,140.0,Cat4,-73.46,1.85,-72.95,33.29
ALLEN,1980,08,06,06,18.3,-75.9,955.0,115.0,Cat3,-75.6,-0.0,-74.84,35.67
ALLEN,1980,08,06,12,19.2,-78.0,955.0,115.0,Cat3,-77.48,-1.95,-76.92,39.43
ALLEN,1980,08,06,18,20.0,-80.1,955.0,125.0,Cat3,-79.17,-4.66,-79.1,44.5
ALLEN,1980,08,07,00,20.1,-81.9,945.0,135.0,Cat4,-80.82,-9.33,-80.67,49.0
ALLEN,1980,08,07,06,20.4,-83.6,935.0,145.0,Cat4,-82.35,-15.65,-82.02,54.74
ALLEN,1980,08,07,12,21.0,-84.8,910.0,155.0,Cat4,-83.24,-20.72,-83.02,61.18
ALLEN,1980,08,07,18,21.8,-86.4,899.0,165.0,Cat5,-84.27,-29.94,-84.21,72.85
ALLEN,1980,08,08,00,22.2,-87.9,920.0,155.0,Cat4,-85.05,-43.12,-85.03,86.91
ALLEN,1980,08,08,06,22.8,-89.2,945.0,130.0,Cat4,-85.43,-56.91,-85.44,102.96
ALLEN,1980,08,08,12,23.4,-90.5,960.0,115.0,Cat3,-85.48,107.75,-85.47,-59.58
ALLEN,1980,08,08,18,23.9,-91.8,940.0,130.0,Cat4,-85.2,93.42,-85.11,-43.04
ALLEN,1980,08,09,00,24.5,-93.0,912.0,145.0,Cat4,-84.67,82.07,-84.52,-30.65
ALLEN,1980,08,09,06,25.0,-94.2,909.0,155.0,Cat4,-83.9,72.52,-83.8,-21.56
ALLEN,1980,08,09,12,25.2,-95.4,916.0,140.0,Cat4,-83.08,65.79,-82.87,-13.97
ALLEN,1980,08,09,18,25.4,-96.1,925.0,125.0,Cat3,-82.68,63.25,-82.19,-9.72
ALLEN,1980,08,10,00,25.8,-96.8,935.0,110.0,Cat2,-82.21,60.98,-81.51,-6.12
ALLEN,1980,08,10,06,26.1,-97.2,945.0,100.0,Cat2,-81.88,59.66,-81.17,-4.45
ALLEN,1980,08,10,12,26.7,-98.1,960.0,85.0,Cat1,-81.16,57.19,-80.34,-1.0
ALLEN,1980,08,10,18,27.3,-99.0,970.0,70.0,TS,-80.29,54.91,-79.61,1.63
ALLEN,1980,08,11,00,27.7,-99.8,990.0,60.0,TS,-79.44,52.99,-79.02,3.43
ALLEN,1980,08,11,06,28.0,-100.9,1000.0,45.0,TS,-78.65,51.35,-77.8,6.34
ALLEN,1980,08,11,12,28.5,-101.9,1005.0,30.0,TD,-77.67,49.95,-76.92,8.31
ALLEN,1980,08,11,18,28.9,-102.9,1008.0,30.0,TD,-76.35,9.49,-76.35,48.31
BONNIE,1980,08,14,00,12.7,-35.5,1010.0,25.0,TD,-37.66,7.79,-33.15,17.34
BONNIE,1980,08,14,06,13.5,-36.6,1008.0,30.0,TD,-40.17,10.0,-32.94,16.68
BONNIE,1980,08,14,12,14.7,-37.3,1005.0,35.0,TD,-41.65,13.2,-32.94,16.03
BONNIE,1980,08,14,18,15.7,-37.5,1000.0,45.0,TS,-41.68,13.54,-33.29,17.63
BONNIE,1980,08,15,00,16.7,-37.8,1000.0,45.0,TS,-42.26,15.91,-33.34,17.4
BONNIE,1980,08,15,06,17.7,-37.9,1000.0,45.0,TS,-42.27,16.3,-33.52,18.94
BONNIE,1980,08,15,12,18.8,-38.1,1000.0,45.0,TS,-42.36,16.9,-33.82,20.49
BONNIE,1980,08,15,18,20.4,-38.5,995.0,55.0,TS,-42.93,19.38,-34.06,21.3
BONNIE,1980,08,16,00,22.0,-38.7,985.0,75.0,Cat1,-43.14,21.02,-34.26,22.86
BONNIE,1980,08,16,06,23.7,-38.9,975.0,85.0,Cat1,-43.26,22.26,-34.52,24.97
BONNIE,1980,08,16,12,24.8,-39.1,975.0,85.0,Cat1,-43.26,22.54,-34.9,26.81
BONNIE,1980,08,16,18,25.8,-39.4,975.0,85.0,Cat1,-43.65,23.85,-35.12,27.53
BONNIE,1980,08,17,00,27.0,-39.7,985.0,75.0,Cat1,-43.86,24.7,-35.5,29.04
BONNIE,1980,08,17,06,28.0,-40.0,990.0,65.0,TS,-44.15,25.68,-35.8,30.05
BONNIE,1980,08,17,12,29.0,-40.3,990.0,65.0,TS,-44.63,27.36,-35.95,30.44
BONNIE,1980,08,17,18,30.0,-40.5,990.0,65.0,TS,-45.0,29.96,-36.0,30.03
BONNIE,1980,08,18,00,31.1,-40.5,990.0,65.0,TS,-45.0,31.05,-36.0,31.14
BONNIE,1980,08,18,06,32.4,-40.5,990.0,65.0,TS,-45.0,32.34,-36.0,32.45
BONNIE,1980,08,18,12,34.0,-40.5,990.0,65.0,TS,-45.0,33.93,-36.0,34.06
BONNIE,1980,08,18,18,35.9,-40.5,990.0,65.0,TS,-44.94,36.89,-36.06,35.03
BONNIE,1980,08,19,00,38.2,-40.2,990.0,65.0,TS,-44.66,38.95,-35.73,37.54
BONNIE,1980,08,19,06,41.9,-39.8,990.0,65.0,TS,-44.01,44.03,-35.56,40.02
BONNIE,1980,08,19,12,46.5,-38.4,995.0,65.0,TS,-42.15,49.75,-34.57,43.57
BONNIE,1980,08,19,18,51.0,-36.0,1000.0,45.0,TS,-35.87,56.55,-35.87,45.45
CHARLEY,1980,08,20,12,36.0,-73.0,1010.0,25.0,TD,-71.19,49.43,-73.77,20.46
CHARLEY,1980,08,20,18,35.0,-72.0,1008.0,25.0,TD,-70.15,47.68,-72.87,20.34
CHARLEY,1980,08,21,00,34.0,-71.0,1006.0,30.0,TD,-69.9,47.05,-71.11,20.12
CHARLEY,1980,08,21,06,33.4,-69.5,1005.0,30.0,TD,-69.7,46.31,-68.39,21.25
CHARLEY,1980,08,21,12,34.0,-68.0,1003.0,35.0,TD,-68.72,46.06,-66.47,23.05
CHARLEY,1980,08,21,18,34.8,-66.8,1002.0,40.0,TS,-68.0,46.1,-64.88,24.84
CHARLEY,1980,08,22,00,35.8,-65.7,1000.0,45.0,TS,-67.61,46.1,-63.2,27.11
CHARLEY,1980,08,22,06,37.0,-64.8,998.0,50.0,TS,-69.22,39.12,-60.36,35.48
CHARLEY,1980,08,22,12,38.3,-64.7,996.0,55.0,TS,-68.45,32.03,-60.75,43.01
CHARLEY,1980,08,22,18,39.1,-64.9,994.0,60.0,TS,-65.43,28.46,-63.65,49.07
CHARLEY,1980,08,23,00,39.6,-65.9,992.0,65.0,TS,-64.1,29.83,-67.0,50.53
CHARLEY,1980,08,23,06,38.9,-66.7,990.0,70.0,TS,-64.68,48.67,-68.02,27.71
CHARLEY,1980,08,23,12,38.2,-66.0,989.0,70.0,TS,-65.32,49.0,-65.9,27.16
CHARLEY,1980,08,23,18,38.0,-64.7,990.0,70.0,TS,-64.33,48.43,-64.33,27.57
CHARLEY,1980,08,24,00,38.0,-63.1,991.0,65.0,TS,-62.6,47.8,-62.91,28.09
CHARLEY,1980,08,24,06,37.9,-61.7,994.0,60.0,TS,-61.37,47.32,-61.37,28.48
CHARLEY,1980,08,24,12,37.9,-60.2,998.0,55.0,TS,-59.89,46.89,-59.89,28.91
CHARLEY,1980,08,24,18,37.9,-58.2,1000.0,45.0,TS,-58.0,46.41,-57.84,29.43
CHARLEY,1980,08,25,00,38.0,-55.0,1001.0,35.0,TD,-54.82,45.82,-54.67,30.21
CHARLEY,1980,08,25,06,38.1,-51.3,1002.0,35.0,TD,-51.15,45.28,-51.01,30.94
CHARLEY,1980,08,25,12,38.2,-47.0,1004.0,35.0,TD,-47.02,44.8,-46.6,31.65
CHARLEY,1980,08,25,18,38.5,-42.2,1005.0,35.0,TD,-42.04,44.56,-42.04,32.44
GEORGES,1980,09,01,00,15.6,-38.0,1010.0,30.0,TD,-38.6,9.92,-37.13,21.17
GEORGES,1980,09,01,06,15.9,-39.4,1010.0,30.0,TD,-40.21,10.14,-38.31,21.5
GEORGES,1980,09,01,12,16.3,-40.8,1010.0,30.0,TD,-41.89,10.49,-39.43,21.9
GEORGES,1980,09,01,18,16.8,-42.1,1010.0,30.0,TD,-42.94,10.8,-40.96,22.61
GEORGES,1980,09,02,00,17.3,-43.7,1010.0,30.0,TD,-43.84,11.07,-43.22,23.46
GEORGES,1980,09,02,06,17.5,-45.7,1010.0,30.0,TD,-45.77,11.06,-45.27,23.89
GEORGES,1980,09,02,12,17.7,-48.1,1010.0,30.0,TD,-48.03,10.97,-47.77,24.4
GEORGES,1980,09,02,18,17.8,-50.3,1010.0,30.0,TD,-50.22,10.77,-49.96,24.8
GEORGES,1980,09,03,00,17.9,-52.4,1010.0,30.0,TD,-52.3,10.54,-52.05,25.22
GEORGES,1980,09,03,06,18.0,-54.5,1010.0,30.0,TD,-54.86,10.24,-53.65,25.53
GEORGES,1980,09,03,12,18.6,-56.9,1010.0,30.0,TD,-57.81,10.43,-55.49,26.28
GEORGES,1980,09,03,18,19.7,-59.0,1011.0,25.0,TD,-60.07,11.08,-57.4,27.68
GEORGES,1980,09,04,00,21.0,-61.0,1012.0,20.0,TD,-62.35,11.95,-59.1,29.17
GEORGES,1980,09,04,06,22.1,-62.3,1012.0,20.0,TD,-63.82,12.75,-60.22,30.4
GEORGES,1980,09,04,12,23.4,-63.6,1013.0,20.0,TD,-65.28,13.72,-61.34,31.83
GEORGES,1980,09,04,18,24.8,-64.8,1013.0,20.0,TD,-66.59,14.76,-62.43,33.41
GEORGES,1980,09,05,00,26.1,-65.8,1014.0,20.0,TD,-67.31,15.43,-63.64,35.35
GEORGES,1980,09,05,06,27.5,-67.0,1014.0,20.0,TD,-67.59,15.93,-65.63,38.17
GEORGES,1980,09,05,12,28.5,-68.6,1014.0,25.0,TD,-69.12,16.09,-67.23,39.91
GEORGES,1980,09,05,18,29.0,-69.4,1013.0,30.0,TD,-70.63,16.32,-67.37,39.91
GEORGES,1980,09,06,00,29.7,-70.0,1013.0,30.0,TD,-74.5,29.58,-65.5,29.78
GEORGES,1980,09,06,06,30.6,-70.0,1010.0,30.0,TD,-72.83,41.61,-66.66,22.42
GEORGES,1980,09,06,12,31.7,-69.6,1008.0,30.0,TD,-72.22,42.91,-66.43,23.17
GEORGES,1980,09,06,18,32.9,-69.1,1007.0,30.0,TD,-70.61,45.23,-66.83,22.52
GEORGES,1980,09,07,00,34.4,-67.9,1004.0,40.0,TS,-68.8,46.36,-66.21,23.69
GEORGES,1980,09,07,06,35.9,-65.9,1002.0,45.0,TS,-66.74,46.91,-64.33,25.87
GEORGES,1980,09,07,12,37.3,-63.7,1000.0,50.0,TS,-64.58,47.42,-62.16,28.0
GEORGES,1980,09,07,18,38.6,-61.5,997.0,55.0,TS,-62.61,47.91,-59.81,30.09
GEORGES,1980,09,08,00,40.2,-59.0,993.0,70.0,TS,-60.4,48.68,-57.09,32.5
GEORGES,1980,09,08,06,42.9,-55.1,993.0,70.0,TS,-56.64,50.43,-53.13,36.0
GEORGES,1980,09,08,12,45.6,-51.1,993.0,70.0,TS,-52.55,52.49,-49.27,39.18
GEORGES,1980,09,08,18,48.0,-46.9,993.0,65.0,TS,-46.71,54.57,-46.71,41.43
EARL,1980,09,04,12,17.7,-24.0,1008.0,25.0,TD,-23.01,12.92,-24.84,22.55
EARL,1980,09,04,18,17.4,-25.3,1006.0,30.0,TD,-26.33,12.54,-24.11,22.17
EARL,1980,09,05,00,17.8,-26.7,1003.0,35.0,TD,-27.79,12.89,-25.44,22.61
EARL,1980,09,05,06,18.2,-28.0,1000.0,40.0,TS,-29.39,13.32,-26.44,22.94
EARL,1980,09,05,12,18.8,-29.5,999.0,40.0,TS,-30.4,13.72,-28.41,23.78
EARL,1980,09,05,18,19.2,-31.0,999.0,40.0,TS,-32.66,14.28,-29.16,23.94
EARL,1980,09,06,00,19.7,-32.0,999.0,40.0,TS,-33.09,14.53,-30.7,24.74
EARL,1980,09,06,06,20.3,-33.8,999.0,40.0,TS,-35.12,15.09,-32.27,25.34
EARL,1980,09,06,12,21.0,-35.5,998.0,45.0,TS,-37.06,15.77,-33.72,26.02
EARL,1980,09,06,18,21.5,-36.5,997.0,45.0,TS,-38.14,16.24,-34.64,26.53
EARL,1980,09,07,00,22.2,-37.8,996.0,45.0,TS,-40.47,17.53,-34.96,26.53
EARL,1980,09,07,06,23.2,-38.8,996.0,45.0,TS,-42.51,19.84,-35.01,26.22
EARL,1980,09,07,12,25.0,-39.7,995.0,45.0,TS,-43.85,22.66,-35.51,27.07
EARL,1980,09,07,18,27.0,-40.3,993.0,50.0,TS,-44.1,23.74,-36.42,29.91
EARL,1980,09,08,00,29.0,-41.2,992.0,60.0,TS,-43.88,24.1,-38.33,33.5
EARL,1980,09,08,06,30.4,-42.5,988.0,65.0,TS,-45.82,26.16,-39.04,34.2
EARL,1980,09,08,12,32.0,-43.5,985.0,65.0,TS,-47.21,28.39,-39.68,35.18
EARL,1980,09,08,18,33.3,-44.1,986.0,65.0,TS,-48.49,31.92,-39.69,34.49
EARL,1980,09,09,00,34.7,-44.3,988.0,65.0,TS,-48.41,37.34,-40.14,32.41
EARL,1980,09,09,06,36.3,-43.8,990.0,65.0,TS,-47.69,39.53,-39.83,33.47
EARL,1980,09,09,12,38.0,-43.1,991.0,65.0,TS,-46.47,42.2,-39.59,34.25
EARL,1980,09,09,18,40.5,-41.5,992.0,65.0,TS,-44.18,45.43,-38.63,35.97
EARL,1980,09,10,00,43.0,-39.0,994.0,65.0,TS,-41.2,48.13,-36.59,38.19
EARL,1980,09,10,06,45.2,-36.0,995.0,65.0,TS,-38.09,50.19,-33.72,40.48
DANIELLE,1980,09,04,18,28.3,-90.6,1010.0,25.0,TD,-85.46,110.72,-85.46,-54.12
DANIELLE,1980,09,05,00,28.3,-91.3,1010.0,25.0,TD,-85.33,102.54,-85.31,-45.28
DANIELLE,1980,09,05,06,28.4,-91.8,1009.0,25.0,TD,-85.2,98.01,-85.11,-38.45
DANIELLE,1980,09,05,12,28.8,-92.4,1008.0,30.0,TD,-84.98,92.36,-84.83,-31.59
DANIELLE,1980,09,05,18,29.4,-93.4,1004.0,50.0,TS,-84.36,82.38,-84.36,-23.58
DANIELLE,1980,09,06,00,29.4,-94.9,1004.0,40.0,TS,-83.33,71.83,-83.38,-13.44
DANIELLE,1980,09,06,06,29.3,-96.3,1008.0,35.0,TD,-82.14,64.25,-82.39,-6.99
DANIELLE,1980,09,06,12,29.1,-97.0,1008.0,30.0,TD,-81.62,61.65,-81.75,-4.02
DANIELLE,1980,09,06,18,29.0,-97.8,1008.0,25.0,TD,-81.0,59.09,-81.0,-1.09
DANIELLE,1980,09,07,00,29.0,-98.3,1010.0,20.0,TD,-80.57,57.58,-80.57,0.42
DANIELLE,1980,09,07,06,29.0,-99.0,1010.0,20.0,TD,-79.95,55.69,-79.95,2.31
DANIELLE,1980,09,07,12,29.0,-100.0,1010.0,20.0,TD,-79.04,4.64,-79.04,53.36
FRANCES,1980,09,06,00,12.5,-19.0,1010.0,25.0,TD,-18.94,7.75,-18.94,17.25
FRANCES,1980,09,06,06,12.5,-20.0,1009.0,25.0,TD,-20.35,7.72,-19.52,17.25
FRANCES,1980,09,06,12,12.6,-21.0,1008.0,30.0,TD,-21.45,7.8,-20.42,17.37
FRANCES,1980,09,06,18,12.7,-21.8,1005.0,35.0,TD,-22.32,7.88,-21.14,17.48
FRANCES,1980,09,07,00,12.8,-22.5,1002.0,40.0,TS,-23.01,7.96,-21.84,17.6
FRANCES,1980,09,07,06,12.9,-23.2,998.0,45.0,TS,-23.63,8.02,-22.62,17.74
FRANCES,1980,09,07,12,13.0,-24.0,994.0,55.0,TS,-23.92,8.08,-23.92,17.92
FRANCES,1980,09,07,18,13.0,-24.8,990.0,60.0,TS,-24.72,8.05,-24.72,17.95
FRANCES,1980,09,08,00,13.0,-25.6,986.0,65.0,TS,-25.52,8.02,-25.52,17.98
FRANCES,1980,09,08,06,13.0,-26.8,978.0,70.0,TS,-26.38,7.99,-27.04,18.04
FRANCES,1980,09,08,12,12.9,-28.0,970.0,80.0,Cat1,-27.52,7.85,-28.3,17.99
FRANCES,1980,09,08,18,12.8,-29.0,965.0,90.0,Cat1,-28.9,7.66,-28.9,17.94
FRANCES,1980,09,09,00,12.8,-29.8,960.0,100.0,Cat2,-30.25,7.63,-29.15,17.91
FRANCES,1980,09,09,06,12.9,-30.5,958.0,100.0,Cat2,-30.87,7.69,-29.92,18.06
FRANCES,1980,09,09,12,13.0,-31.3,960.0,100.0,Cat2,-32.13,7.8,-30.27,18.09
FRANCES,1980,09,09,18,13.2,-32.1,965.0,90.0,Cat1,-32.92,7.96,-31.07,18.34
FRANCES,1980,09,10,00,13.4,-32.9,966.0,90.0,Cat1,-34.99,8.6,-30.63,17.97
FRANCES,1980,09,10,06,13.8,-33.5,967.0,90.0,Cat1,-35.58,8.96,-31.24,18.41
FRANCES,1980,09,10,12,14.2,-34.1,968.0,85.0,Cat1,-37.44,10.48,-30.66,17.63
FRANCES,1980,09,10,18,14.9,-34.6,970.0,80.0,Cat1,-38.18,11.52,-30.94,18.0
FRANCES,1980,09,11,00,15.4,-34.9,968.0,85.0,Cat1,-39.3,14.23,-30.49,16.45
FRANCES,1980,09,11,06,16.0,-35.0,965.0,90.0,Cat1,-37.76,11.59,-32.09,20.11
FRANCES,1980,09,11,12,16.3,-35.3,967.0,90.0,Cat1,-36.88,11.09,-33.51,21.3
FRANCES,1980,09,11,18,16.6,-35.9,968.0,85.0,Cat1,-39.68,13.52,-32.05,19.4
FRANCES,1980,09,12,00,17.0,-36.1,970.0,80.0,Cat1,-36.86,11.49,-35.1,22.39
FRANCES,1980,09,12,06,17.2,-36.9,970.0,80.0,Cat1,-38.88,12.09,-34.71,22.04
FRANCES,1980,09,12,12,17.8,-37.8,970.0,80.0,Cat1,-39.88,12.68,-35.51,22.62
FRANCES,1980,09,12,18,18.3,-38.5,970.0,80.0,Cat1,-39.29,12.61,-37.44,23.85
FRANCES,1980,09,13,00,18.6,-39.6,970.0,80.0,Cat1,-40.13,12.78,-38.78,24.31
FRANCES,1980,09,13,06,18.8,-40.6,968.0,85.0,Cat1,-40.69,12.87,-40.21,24.68
FRANCES,1980,09,13,12,18.9,-42.0,965.0,90.0,Cat1,-42.76,12.9,-40.94,24.73
FRANCES,1980,09,13,18,19.3,-43.4,965.0,90.0,Cat1,-44.43,13.22,-42.06,25.15
FRANCES,1980,09,14,00,19.8,-44.7,965.0,90.0,Cat1,-45.55,13.54,-43.52,25.85
FRANCES,1980,09,14,06,20.2,-45.9,965.0,90.0,Cat1,-47.44,14.04,-44.05,25.99
FRANCES,1980,09,14,12,20.8,-46.9,965.0,90.0,Cat1,-48.7,14.67,-44.79,26.5
FRANCES,1980,09,14,18,21.6,-48.0,965.0,90.0,Cat1,-50.53,15.9,-45.21,26.74
FRANCES,1980,09,15,00,22.5,-48.8,965.0,90.0,Cat1,-51.09,16.48,-46.23,27.96
FRANCES,1980,09,15,06,23.3,-49.6,965.0,90.0,Cat1,-53.15,18.88,-45.9,27.11
FRANCES,1980,09,15,12,24.6,-50.2,965.0,90.0,Cat1,-53.62,19.87,-46.61,28.69
FRANCES,1980,09,15,18,25.8,-50.8,965.0,90.0,Cat1,-55.3,25.71,-46.3,25.87
FRANCES,1980,09,16,00,27.4,-50.8,965.0,90.0,Cat1,-55.18,29.06,-46.4,26.03
FRANCES,1980,09,16,06,28.8,-50.6,965.0,90.0,Cat1,-54.29,33.03,-46.78,25.19
FRANCES,1980,09,16,12,30.2,-50.0,965.0,90.0,Cat1,-53.51,34.75,-46.34,26.28
FRANCES,1980,09,16,18,31.8,-49.2,965.0,90.0,Cat1,-51.56,37.81,-46.56,26.37
FRANCES,1980,09,17,00,33.0,-48.0,965.0,90.0,Cat1,-50.61,38.62,-45.15,27.94
FRANCES,1980,09,17,06,33.9,-47.2,968.0,85.0,Cat1,-49.62,39.61,-44.52,28.71
FRANCES,1980,09,17,12,34.7,-46.4,970.0,80.0,Cat1,-49.99,38.76,-42.68,31.15
FRANCES,1980,09,17,18,35.7,-45.9,970.0,80.0,Cat1,-50.35,36.66,-41.44,34.89
FRANCES,1980,09,18,00,36.7,-45.8,970.0,80.0,Cat1,-50.3,36.65,-41.3,36.74
FRANCES,1980,09,18,06,37.8,-45.8,970.0,80.0,Cat1,-49.8,34.74,-41.73,40.45
FRANCES,1980,09,18,12,39.0,-46.2,970.0,80.0,Cat1,-50.28,36.16,-42.06,41.45
FRANCES,1980,09,18,18,40.0,-46.5,972.0,80.0,Cat1,-50.97,40.8,-42.03,39.32
FRANCES,1980,09,19,00,41.2,-46.4,974.0,75.0,Cat1,-50.0,45.25,-42.68,37.66
FRANCES,1980,09,19,06,42.4,-45.8,978.0,70.0,TS,-48.8,47.35,-42.61,37.97
FRANCES,1980,09,19,12,43.6,-44.9,986.0,65.0,TS,-46.36,49.68,-43.13,37.85
FRANCES,1980,09,19,18,44.5,-43.2,986.0,65.0,TS,-44.77,50.36,-41.35,38.96
FRANCES,1980,09,20,00,45.7,-41.0,988.0,65.0,TS,-42.91,51.18,-38.85,40.55
FRANCES,1980,09,20,06,47.0,-39.0,990.0,60.0,TS,-41.09,52.2,-36.69,42.11
FRANCES,1980,09,20,12,49.4,-35.5,994.0,55.0,TS,-37.19,54.57,-33.59,44.45
FRANCES,1980,09,20,18,51.2,-32.0,998.0,50.0,TS,-34.79,55.42,-29.08,47.23
FRANCES,1980,09,21,00,54.0,-29.0,1000.0,45.0,TS,-28.9,59.14,-28.9,48.86
HERMINE,1980,09,20,12,14.6,-77.2,1008.0,25.0,TD,-76.56,-5.1,-76.34,33.98
HERMINE,1980,09,20,18,14.8,-78.7,1007.0,25.0,TD,-77.94,-7.24,-77.75,36.49
HERMINE,1980,09,21,00,15.0,-80.2,1006.0,30.0,TD,-79.27,-9.9,-79.18,39.69
HERMINE,1980,09,21,06,15.1,-81.6,1003.0,35.0,TD,-80.55,-13.41,-80.41,43.17
HERMINE,1980,09,21,12,15.3,-83.0,1000.0,40.0,TS,-81.85,-18.23,-81.53,47.42
HERMINE,1980,09,21,18,15.8,-84.2,998.0,45.0,TS,-82.82,-22.99,-82.52,52.78
HERMINE,1980,09,22,00,16.5,-85.5,996.0,50.0,TS,-83.73,-29.39,-83.55,60.74
HERMINE,1980,09,22,06,17.1,-86.7,995.0,55.0,TS,-84.49,-37.61,-84.36,69.99
HERMINE,1980,09,22,12,17.8,-87.8,994.0,60.0,TS,-85.02,-46.67,-84.97,81.3
HERMINE,1980,09,22,18,18.4,-88.9,994.0,55.0,TS,-85.37,-57.82,-85.37,94.74
HERMINE,1980,09,23,00,18.8,-90.2,995.0,50.0,TS,-85.5,106.61,-85.5,-68.3
HERMINE,1980,09,23,06,19.1,-91.3,995.0,45.0,TS,-85.33,93.38,-85.31,-54.44
HERMINE,1980,09,23,12,19.3,-92.6,995.0,50.0,TS,-84.81,79.32,-84.81,-40.72
HERMINE,1980,09,23,18,19.3,-93.2,994.0,55.0,TS,-84.45,73.51,-84.51,-35.75
HERMINE,1980,09,24,00,19.2,-93.8,993.0,60.0,TS,-83.97,67.38,-84.27,-32.39
HERMINE,1980,09,24,06,18.8,-94.4,993.0,60.0,TS,-83.52,62.68,-83.91,-28.75
HERMINE,1980,09,24,12,18.5,-94.8,994.0,55.0,TS,-83.05,58.55,-83.83,-27.87
HERMINE,1980,09,24,18,18.1,-95.1,997.0,50.0,TS,-82.89,57.19,-83.53,-25.78
HERMINE,1980,09,25,00,17.7,-95.5,1000.0,45.0,TS,-82.45,53.95,-83.38,-24.69
HERMINE,1980,09,25,06,17.3,-95.8,1003.0,40.0,TS,-82.13,51.77,-83.24,-23.84
HERMINE,1980,09,25,12,17.0,-96.0,1005.0,35.0,TD,-82.51,-19.96,-82.51,53.96
HERMINE,1980,09,25,18,17.0,-96.0,1007.0,30.0,TD,-82.51,-19.96,-82.51,53.96
HERMINE,1980,09,26,00,17.0,-96.0,1008.0,25.0,TD,-82.51,-19.96,-82.51,53.96
IVAN,1980,10,01,00,33.6,-20.0,1010.0,25.0,TD,-20.53,28.84,-19.34,38.32
IVAN,1980,10,01,06,33.7,-20.7,1010.0,25.0,TD,-21.15,28.91,-20.12,38.46
IVAN,1980,10,01,12,33.8,-21.5,1010.0,25.0,TD,-23.1,29.26,-19.78,38.24
IVAN,1980,10,01,18,34.1,-22.2,1010.0,25.0,TD,-24.5,29.89,-19.8,38.17
IVAN,1980,10,02,00,34.5,-22.8,1010.0,25.0,TD,-25.8,30.82,-19.72,38.02
IVAN,1980,10,02,06,35.0,-23.3,1009.0,25.0,TD,-27.09,32.32,-19.47,37.53
IVAN,1980,10,02,12,35.7,-23.7,1009.0,25.0,TD,-28.15,35.0,-19.25,36.36
IVAN,1980,10,02,18,36.5,-23.8,1009.0,25.0,TD,-27.86,38.64,-19.71,34.49
IVAN,1980,10,03,00,37.2,-23.5,1009.0,25.0,TD,-27.12,40.16,-19.83,34.4
IVAN,1980,10,03,06,37.8,-23.1,1009.0,25.0,TD,-26.72,40.74,-19.42,35.02
IVAN,1980,10,03,12,38.7,-22.5,1008.0,25.0,TD,-21.68,43.47,-23.18,33.88
IVAN,1980,10,03,18,38.5,-21.4,1007.0,25.0,TD,-17.43,36.26,-25.34,40.87
IVAN,1980,10,04,00,37.7,-21.8,1006.0,25.0,TD,-19.14,33.83,-24.37,41.71
IVAN,1980,10,04,06,37.0,-22.7,1005.0,25.0,TD,-20.41,32.84,-24.88,41.3
IVAN,1980,10,04,12,36.5,-23.5,1000.0,30.0,TD,-20.77,32.64,-26.13,40.52
